income_stability,spending_consistency,savings_ratio,transaction_frequency,avg_monthly_income,avg_monthly_spending,defaulted
0.0754,0.3533,0.2747,19.49,26568.81,20591.53,0
0.6123,0.1939,0.3546,16.31,28559.64,17634.34,0
0.0965,0.1842,0.4948,24.27,35567.37,16131.88,0
0.5552,0.695,0.1928,12.02,21910.84,18181.75,0
0.5334,0.1599,0.2386,11.36,19563.13,16098.33,0
0.2401,0.3767,0.6535,28.55,40299.42,16787.88,0
0.1592,0.3168,0.3313,16.73,23916.28,15057.92,0
0.0892,0.0517,0.3789,21.83,31260.27,20561.57,0
0.1735,0.2792,0.466,27.43,38054.22,17779.02,0
0.1012,0.3236,0.2105,13.23,23698.64,19051.23,0
0.373,0.2157,0.2443,17.23,27213.67,22789.35,0
0.0871,0.4345,0.4107,19.84,35537.75,19141.27,0
0.5229,0.2198,0.3699,19.62,28567.92,17848.9,0
0.2215,0.487,0.4913,22.21,39922.23,19178.83,0
0.1431,0.1285,0.2434,17.96,28711.8,23471.42,0
0.1844,0.4459,0.5621,26.44,35734.65,16542.63,0
0.234,0.562,0.3745,20.56,29850.17,19589.64,0
0.1619,0.5885,0.357,13.47,21899.16,12784.86,0
0.3171,0.2121,0.1202,14.2,26033.46,22714.25,0
0.0556,0.2179,0.2748,16.72,24204.46,15445.26,0
0.4044,0.0295,0.3513,11.52,28909.73,17595.7,0
0.1501,0.4939,0.3633,15.39,29864.03,18677.76,0
0.1956,0.2653,0.4458,20.19,28152.17,12496.29,0
0.0632,0.2434,0.2393,16.5,25939.48,17903.91,0
0.3359,0.2589,0.292,17.11,26605.37,18625.09,0
0.4221,0.0977,0.2666,14.18,24159.94,17324.46,0
0.3807,0.0477,0.3232,17.9,30809.08,21678.92,0
0.1417,0.0253,0.5041,28.36,42575.22,23171.3,0
0.1918,0.4515,0.3746,17.96,27941.78,17368.98,0
0.6149,0.1923,0.243,20.33,30043.5,21630.72,0
0.1614,0.1648,0.3372,13.93,26823.42,18778.76,0
0.0237,0.3219,0.3389,18.27,25858.05,15172.4,0
0.2797,0.1585,0.2761,11.79,19771.83,15808.8,0
0.3985,0.2781,0.2563,15.2,28758.32,20805.97,0
0.1912,0.2154,0.0386,4.45,12482.6,11430.92,0
0.333,0.1196,0.1892,12.47,17008.45,13616.39,0
0.0495,0.0126,0.4937,22.6,38070.16,18587.87,0
0.0581,0.1989,0.5183,28.11,39163.13,20659.98,0
0.4219,0.2061,0.312,18.11,26855.03,19266.09,0
0.1658,0.0626,0.2998,14.75,24977.49,15144.75,0
0.5837,0.2105,0.3502,16.75,24875.59,16816.83,0
0.6031,0.2536,0.3227,20.17,28589.01,21052.59,1
0.33,0.4588,0.3139,18.49,29614.69,20112.96,0
0.1581,0.0742,0.4894,21.14,34403.89,18179.39,0
0.3243,0.1502,0.3233,19.23,29335.83,21689.06,0
0.2396,0.3045,0.4809,25.41,42519.18,20737.38,0
0.0617,0.0599,0.6197,27.26,43544.58,13491.57,0
0.3043,0.546,0.0918,14.34,23376.15,20640.97,0
0.0167,0.3247,0.2649,16.72,28939.53,21496.16,0
0.8383,0.4053,0.131,10.04,23840.22,21633.31,1
0.1586,0.7624,0.2576,16.53,23770.2,16080.23,0
0.1243,0.3453,0.2177,13.9,25596.21,21269.77,0
0.3469,0.3577,0.1571,11.64,16008.57,13386.27,0
0.1584,0.1596,0.42,20.2,31343.99,17121.04,0
0.5059,0.1393,0.2783,14.98,35173.62,26235.83,0
0.0399,0.3013,0.5897,26.19,40827.16,17695.68,0
0.3766,0.2302,0.5376,23.66,39693.45,19095.24,0
0.0859,0.5473,0.2588,14.64,25045.37,18932.38,0
0.1057,0.2627,0.4079,19.12,37589.42,19118.09,0
0.0426,0.1034,0.246,14.1,25818.61,19954.45,0
0.3026,0.6592,0.0676,11.74,16861.7,16521.98,1
0.3596,0.1723,0.2619,13.58,27142.93,18605.01,0
0.0831,0.1704,0.4422,13.01,31046.03,16258.2,0
0.2793,0.1704,0.6008,28.81,41579.38,17951.25,0
0.4313,0.164,0.2895,13.42,27257.85,21209.8,0
0.3682,0.1927,0.3898,17.58,28641.71,16271.66,0
0.2938,0.0989,0.2335,15.18,27088.13,19589.03,0
0.3988,0.3611,0.5405,24.91,38272.75,14515.55,0
0.1731,0.1597,0.1147,8.86,14370.85,13204.41,0
0.1972,0.0364,0.4236,16.66,30147.77,17637.25,0
0.1932,0.0423,0.3072,19.61,27471.36,21117.11,0
0.3583,0.0387,0.4375,17.71,33790.31,18743.78,0
0.4929,0.1512,0.1223,11.41,20569.28,19655.56,0
0.1826,0.1971,0.5363,25.27,32091.95,12675.51,0
0.5509,0.3637,0.1902,13.02,25253.81,21098.8,0
0.2582,0.0611,0.2486,13.68,23126.41,15991.86,0
0.1586,0.1943,0.3993,19.43,34729.3,20857.63,0
0.2978,0.3991,0.3864,19.08,27503.6,18134.12,0
0.2124,0.2575,0.3206,20.96,30241.39,18026.9,0
0.3398,0.4391,0.2791,19.3,31829.93,24037.25,0
0.1857,0.2461,0.1012,3.19,14952.96,13920.14,0
0.2149,0.525,0.1375,11.6,15709.85,12932.45,0
1.0061,0.1939,0.0915,7.73,20154.65,18025.51,1
0.01,0.2574,0.5138,22.48,39980.44,17465.13,0
0.5449,0.1572,0.0315,4.44,10226.17,10369.25,1
0.0179,0.2637,0.421,20.38,31196.21,16641.14,0
0.2261,0.1378,0.0,7.16,9643.36,9457.48,0
0.1771,0.2728,0.1806,13.35,24010.73,19367.85,0
0.2077,0.7192,0.1713,9.07,14300.56,11034.05,0
0.2459,0.3994,0.4114,19.18,28404.66,16304.11,0
0.2738,0.4708,0.2192,14.66,26150.73,22412.79,0
0.2721,0.01,0.4939,24.45,37923.69,20644.43,0
0.4506,0.1566,0.1737,10.62,18256.44,13285.31,0
0.2846,0.0932,0.3767,16.62,26814.13,13758.76,0
0.1189,0.6257,0.2162,15.76,20854.77,16034.71,0
0.1812,0.0526,0.5361,28.15,38559.85,18937.76,0
0.0652,0.01,0.4448,21.69,34938.27,19223.68,0
0.1933,0.2981,0.465,23.38,38734.61,18483.96,0
0.4236,0.5221,0.2496,12.24,25676.77,19268.3,0
0.1091,0.0579,0.2504,20.38,29575.03,20930.28,0
0.199,0.1335,0.4748,23.17,42520.33,21790.17,0
0.01,0.4302,0.5565,23.6,41713.62,17028.49,0
0.3732,0.1545,0.3698,20.92,34629.26,21925.3,0
0.1043,0.149,0.4225,27.06,42234.84,24549.16,0
0.1303,0.2901,0.4051,26.96,33044.59,19683.07,0
0.5269,0.5298,0.4101,11.04,23429.13,15920.34,0
0.5388,0.8322,0.2318,13.76,20142.4,15113.04,1
0.1413,0.1138,0.1659,12.35,18457.96,15298.01,0
0.4527,0.2695,0.3576,15.51,28489.55,19258.6,0
0.226,0.2449,0.2659,15.96,31180.62,24528.87,0
0.2731,0.4259,0.2863,14.26,20204.26,14556.3,0
0.1784,0.5736,0.344,22.54,28793.89,17682.73,0
0.1243,0.2556,0.3762,18.43,31127.58,19249.18,0
0.111,0.2386,0.3238,18.96,27597.14,18216.13,0
0.6564,0.5434,0.1746,13.49,22616.66,17872.56,0
0.107,0.4949,0.3578,19.86,32856.25,21836.42,0
0.6766,0.862,0.1095,7.63,10642.68,9649.83,0
0.01,0.0633,0.489,25.78,45248.19,24840.96,0
0.228,0.1652,0.3622,16.46,24423.63,15852.6,0
0.2147,0.2891,0.1972,16.05,26598.89,22419.56,0
0.5734,0.2161,0.216,7.83,25426.97,19963.38,0
0.3199,0.208,0.2072,13.19,22317.93,17703.07,0
0.1657,0.0584,0.4628,18.39,31558.53,16479.34,0
0.3307,0.2703,0.2727,14.8,24274.86,17958.97,0
0.4376,0.1901,0.3366,21.67,29010.09,17978.65,0
0.4404,0.4712,0.0236,8.18,17354.39,17005.74,1
0.3066,0.4746,0.4247,20.7,35425.31,18074.41,0
0.2972,0.2221,0.4938,23.11,38466.3,20508.91,1
0.3164,0.4398,0.4822,21.2,34231.75,18528.79,0
0.3051,0.2485,0.5096,22.61,37077.85,19775.89,0
0.332,0.3221,0.1849,11.72,21585.93,15858.19,0
0.2311,0.3871,0.2643,12.3,24830.78,18263.67,0
0.1638,0.2296,0.4546,23.52,43400.37,22665.55,0
0.0935,0.0794,0.4198,21.61,35509.01,20575.86,0
0.3035,0.6803,0.0226,1.93,16107.96,15832.35,0
0.2897,0.5814,0.4206,15.49,26638.91,15479.32,0
0.0545,0.2386,0.4855,22.14,41957.12,24476.55,0
0.1764,0.1727,0.3753,20.03,33043.64,23166.3,0
0.2564,0.0966,0.374,20.09,31129.13,20570.72,0
0.0158,0.3261,0.4244,19.85,37429.59,21413.97,0
0.4382,0.2566,0.3958,24.68,32636.8,17254.9,0
0.2127,0.2862,0.2878,17.93,29904.62,21487.17,0
0.0112,0.0527,0.1327,10.54,15947.85,12806.03,0
0.4307,0.1781,0.3166,16.48,28067.43,18506.62,0
0.1409,0.1607,0.3448,13.56,24343.63,14949.02,0
0.1552,0.1162,0.4174,21.65,34183.18,19596.65,0
0.105,0.0685,0.5375,25.36,39194.58,18094.19,0
0.1085,0.3708,0.1586,14.65,26101.18,21319.48,0
0.0697,0.2068,0.3987,21.52,36881.58,21467.3,0
0.0163,0.3495,0.3311,19.18,28121.12,18692.04,0
0.4346,0.648,0.3411,18.35,23032.22,13690.08,0
0.0639,0.4884,0.3405,15.53,26207.33,17797.54,0
0.1839,0.2753,0.5305,23.58,35997.53,16512.89,0
0.1801,0.5259,0.4097,18.96,31700.14,19411.4,0
0.0795,0.3039,0.3389,21.33,28622.18,17249.72,0
0.3475,0.0581,0.4279,25.58,36153.76,22618.76,0
0.1383,0.0405,0.1937,10.0,23633.06,19901.63,0
0.1401,0.272,0.3241,21.71,27104.86,14686.6,0
0.1185,0.01,0.3139,20.68,29022.38,19267.04,0
0.5563,0.3116,0.0579,7.21,11886.76,11221.15,1
0.229,0.3574,0.1382,11.37,19202.85,17146.03,0
0.1169,0.0509,0.4341,20.55,33850.96,18496.06,0
0.1458,0.137,0.1583,12.68,17350.24,13338.94,0
0.1035,0.3609,0.3932,20.36,42033.23,25284.02,0
0.0183,0.1875,0.4008,23.71,33275.07,20130.98,0
0.4175,0.3064,0.0944,12.42,15259.43,13262.0,1
0.2585,0.0762,0.1215,11.18,17498.37,14506.43,0
0.0358,0.5005,0.5625,23.57,40467.65,18913.49,0
0.3596,0.2926,0.1106,7.35,16395.85,14190.52,0
0.0857,0.015,0.438,25.99,36239.32,17435.8,0
0.3757,0.2471,0.367,16.01,32857.25,21620.01,0
0.4433,0.5917,0.2057,13.01,25265.89,20293.6,0
0.1429,0.5722,0.0994,9.1,15329.06,12534.38,0
0.0614,0.4074,0.1795,14.51,19512.66,15532.25,0
0.5206,0.4732,0.0497,12.2,22725.24,21191.91,0
0.2502,0.354,0.4403,19.83,37216.43,20273.19,0
0.0776,0.2958,0.5146,28.24,41890.26,21209.84,0
0.3148,0.6669,0.1329,14.04,20756.44,17129.78,0
0.4101,0.7074,0.2445,12.8,18528.63,14744.26,0
0.1288,0.1027,0.1186,11.32,16472.56,15222.12,0
0.5839,0.2957,0.2093,10.28,17106.51,13427.38,1
0.2008,0.0152,0.2299,12.2,19613.99,14808.08,0
0.1495,0.5724,0.2749,14.95,27324.62,19039.17,0
0.0794,0.2732,0.1471,9.43,15437.95,12208.67,0
0.2295,0.0467,0.4793,23.22,42464.31,23865.31,0
0.1532,0.0256,0.3775,16.76,30582.29,17352.17,0
0.636,0.0795,0.1983,7.65,16466.57,12887.79,0
0.1057,0.2027,0.4027,20.64,35716.9,21156.12,0
0.2113,0.4645,0.3457,13.88,29880.32,18082.63,0
0.2689,0.1799,0.3553,23.09,29195.03,17349.16,0
0.1275,0.222,0.0926,14.15,20475.94,19520.33,0
0.6051,0.5516,0.1737,9.42,17750.15,14114.35,1
0.3525,0.2293,0.431,22.22,36653.16,23065.95,0
0.0876,0.5909,0.3054,15.62,26138.96,16703.38,0
0.6304,0.0178,0.0049,10.19,15690.65,15990.37,0
0.3987,0.5982,0.2778,19.51,29208.18,21894.49,0
0.092,0.3452,0.214,14.89,30713.1,26323.19,0
0.2965,0.0634,0.5247,25.01,37741.36,15668.28,0
0.0606,0.318,0.345,22.65,33481.77,22708.03,0
0.0754,0.0371,0.4175,20.46,33384.46,19162.86,0
0.0417,0.2139,0.2287,13.78,21614.72,15000.38,0
0.2006,0.1773,0.4303,20.18,44811.36,21469.24,0
0.3626,0.1871,0.0959,6.54,14909.84,13252.64,0
0.2267,0.0553,0.4862,22.59,35834.15,18261.75,0
0.211,0.2839,0.1653,10.25,16082.49,13487.17,0
0.2122,0.0853,0.3954,20.97,31992.94,18952.99,0
0.6349,0.2948,0.2141,11.47,24175.79,19995.24,0
0.1956,0.2484,0.4285,23.9,32475.7,19131.55,0
0.1591,0.3929,0.4082,20.72,37231.07,20234.88,0
0.1823,0.2032,0.3673,29.07,42937.21,27775.94,0
0.3133,0.01,0.3929,24.5,33134.01,19979.72,0
0.456,0.1088,0.2031,8.86,12696.84,10012.87,0
0.1377,0.4149,0.3413,20.48,28562.75,16228.67,0
0.5077,0.5899,0.3716,18.49,24124.9,15458.62,0
0.1759,0.1122,0.5827,25.43,39704.21,16149.9,0
0.113,0.6454,0.3047,16.61,23623.45,18061.35,0
0.5121,0.4933,0.4417,20.94,29468.11,14700.2,0
0.2138,0.2541,0.1511,11.53,20425.06,16871.61,0
0.194,0.3113,0.5207,26.5,38480.81,21150.65,0
0.7324,0.3021,0.0,3.56,12136.25,12158.3,0
0.526,0.1707,0.2474,18.63,27674.36,20092.76,0
0.01,0.2432,0.1703,8.29,18628.3,15010.3,0
0.1076,0.0532,0.2786,16.17,24580.39,18459.16,0
0.2325,0.6066,0.1015,9.45,20565.89,17470.08,0
0.2407,0.2822,0.1399,12.13,12668.26,12017.44,0
0.2644,0.4635,0.3218,12.15,27211.21,19579.19,1
0.303,0.2599,0.3933,18.78,29056.25,18036.75,0
0.5081,0.2881,0.3578,19.79,27999.19,18876.48,0
0.194,0.661,0.2783,14.39,22916.96,15378.21,0
0.0558,0.1813,0.2309,13.06,29976.08,21664.82,0
0.0383,0.0277,0.4961,23.8,34070.42,17275.04,0
0.2586,0.1017,0.2159,16.14,26195.26,22027.77,0
0.112,0.5651,0.4628,24.02,35845.35,20410.26,0
0.2943,0.1877,0.2135,17.22,20644.84,17883.72,1
0.2113,0.1027,0.3439,21.23,36162.51,22729.49,0
0.3755,0.2101,0.2598,13.15,18433.09,14174.4,0
0.1095,0.1368,0.4841,20.44,36501.33,20177.84,0
0.4851,0.0383,0.4193,22.28,31704.57,16686.25,0
0.3624,0.2206,0.4215,21.99,34823.57,23291.51,0
0.3988,0.1623,0.2521,10.81,20009.0,16028.6,0
0.3706,0.1926,0.164,13.73,20992.31,16427.02,0
0.4532,0.552,0.2336,12.92,22183.99,15866.91,0
0.6257,0.3403,0.2063,10.47,19157.66,13663.96,0
0.1809,0.3518,0.1724,14.83,12910.24,9837.03,0
0.1315,0.1969,0.2073,17.06,29353.26,25265.49,0
0.1611,0.2634,0.3236,14.22,25592.69,18254.57,0
0.1714,0.0344,0.3082,15.78,21623.07,16341.71,0
0.3722,0.5265,0.2186,14.62,24527.47,20811.03,0
0.1944,0.2492,0.2516,13.64,28210.98,22253.07,0
0.2678,0.3473,0.3762,16.93,29616.68,16494.53,0
0.2605,0.47,0.2056,16.49,21730.84,16507.83,0
0.2157,0.1203,0.3444,17.87,28015.7,17217.4,0
0.7926,0.5171,0.157,10.86,20014.79,18056.33,1
0.3668,0.01,0.0552,11.64,21697.98,20232.6,0
0.0768,0.3043,0.4146,19.78,32664.17,19218.27,0
0.0954,0.3319,0.2423,15.04,22753.6,18217.65,0
0.4202,0.1044,0.1373,8.49,15427.37,13010.38,0
0.0776,0.2607,0.3892,23.22,40000.33,22424.84,0
0.01,0.0409,0.437,25.92,35072.31,21204.51,0
0.0435,0.2699,0.4576,20.73,33950.57,20021.16,0
0.1553,0.2214,0.4174,21.96,31876.35,21789.25,0
0.3144,0.2691,0.544,19.8,38872.78,17791.63,0
0.4169,0.3144,0.5313,22.79,35112.67,17183.45,0
0.3917,0.7681,0.296,16.39,26634.73,16650.41,0
0.255,0.0272,0.3935,17.05,28259.77,17935.65,0
0.0907,0.3799,0.1553,16.17,17589.05,16737.1,0
0.0484,0.0656,0.3647,20.45,34029.38,22033.83,0
0.1592,0.2805,0.4457,17.43,34166.66,19591.75,0
0.3521,0.4324,0.0784,7.76,14962.67,13867.89,0
0.3145,0.1337,0.1896,10.59,19752.05,17453.1,0
0.0624,0.1007,0.1166,7.54,12917.72,11099.11,1
0.344,0.5135,0.1236,12.81,22196.4,20222.71,0
0.189,0.1304,0.3045,20.65,27098.73,17861.59,0
0.3288,0.0665,0.3342,21.49,37598.22,25752.0,0
0.2748,0.532,0.3228,22.37,31142.07,20964.92,0
0.1697,0.4087,0.156,10.55,25626.12,21495.25,0
0.3796,0.1343,0.3475,18.81,29977.01,19372.72,0
0.0844,0.3087,0.082,4.65,10227.76,9993.48,0
0.0848,0.0493,0.3057,17.63,28253.47,19685.91,0
0.0321,0.1841,0.4448,20.26,34501.09,20006.21,0
0.1181,0.3571,0.5,26.3,39990.26,18175.27,0
0.2616,0.2761,0.154,6.57,9333.9,8627.19,0
0.3621,0.0473,0.3071,23.37,33106.64,22747.29,0
0.1248,0.2731,0.2124,15.76,24320.49,19730.52,0
0.3536,0.4148,0.5825,21.07,36327.72,13822.25,0
0.6958,0.3809,0.3408,15.94,22549.38,15815.4,0
0.023,0.3452,0.4514,23.76,36944.89,18377.69,0
0.2312,0.0286,0.0361,4.53,14881.52,14449.21,0
0.0796,0.1355,0.371,19.92,27758.59,18171.14,0
0.6975,0.4713,0.2533,17.13,28677.8,20561.03,0
0.2781,0.085,0.2799,17.4,31824.43,20537.27,0
0.1416,0.1522,0.3933,26.89,40096.86,24344.24,0
0.2013,0.691,0.3677,12.99,27194.81,16890.11,0
0.2064,0.0833,0.3493,17.01,29916.24,18123.79,0
0.2327,0.439,0.4285,19.04,33692.02,20083.47,0
0.2471,0.1652,0.3644,15.95,28604.1,18663.0,0
0.4777,0.138,0.2806,9.49,16362.98,11935.64,0
0.1292,0.3273,0.1971,12.82,20749.97,18524.21,0
0.0975,0.5253,0.5327,26.33,43306.43,16830.87,0
0.3055,0.288,0.2728,15.87,29749.99,22483.95,0
0.3898,0.3736,0.2552,12.88,25413.35,18914.79,0
0.01,0.2381,0.5312,26.87,34637.35,15699.64,0
0.01,0.1404,0.4915,24.58,39975.66,21499.16,0
0.1849,0.5159,0.2534,16.98,19760.58,14364.82,0
0.3962,0.3177,0.399,20.63,33282.93,19885.98,0
0.3698,0.3346,0.4675,24.9,34916.15,19885.06,0
0.2451,0.8325,0.2528,11.79,18472.9,13996.64,0
0.5811,0.1423,0.2477,17.39,26163.32,17895.77,0
0.4551,0.1757,0.1696,9.81,20862.75,17103.71,0
0.6115,0.5421,0.2277,13.58,21677.39,16650.44,0
0.3047,0.1097,0.5882,29.79,39961.44,19628.53,0
0.5862,1.1491,0.0,4.68,11866.08,11033.14,1
0.1763,0.1474,0.4216,26.86,37771.03,24675.97,0
0.2555,0.01,0.4498,21.19,35253.23,21176.91,0
0.3652,0.3499,0.1277,8.15,20239.79,16638.68,0
0.0371,0.3555,0.3664,17.37,25329.21,17997.13,0
0.6397,0.7775,0.334,12.62,22500.73,16039.21,1
0.1674,0.6216,0.4493,21.43,31316.55,17831.35,0
0.0351,0.1325,0.5298,24.04,35174.24,16375.52,0
0.3247,0.078,0.2038,14.06,20476.24,16981.2,0
0.3712,0.3448,0.3663,21.77,34685.39,20415.12,0
0.5769,0.1938,0.2504,17.53,28649.39,21413.62,0
0.4906,0.3844,0.2653,16.26,24795.06,16789.31,0
0.4121,0.158,0.1894,13.97,25289.69,21549.13,0
0.2342,0.2393,0.4282,20.41,35692.7,19433.66,0
0.161,0.2709,0.5116,25.73,39030.51,19642.06,0
0.2817,0.1429,0.1399,10.86,12121.55,10609.39,0
0.01,0.1855,0.38,23.34,33676.91,23046.13,0
0.0991,0.6441,0.1586,15.98,20186.49,17871.77,0
0.2771,0.2405,0.27,14.7,28165.52,21202.81,0
0.0357,0.082,0.1656,11.91,20409.72,17415.86,0
0.1868,0.1361,0.6176,26.83,44191.88,19588.14,0
0.2449,0.0776,0.2385,15.47,22599.53,17090.37,0
0.1445,0.065,0.3759,21.2,34016.91,21763.54,0
0.102,0.0818,0.506,26.83,39313.36,21684.26,0
0.2644,0.341,0.5488,26.84,34092.64,12415.63,0
0.1333,0.2448,0.4493,21.39,38770.9,21342.97,0
0.0641,0.1519,0.2678,22.25,38779.48,32067.78,0
0.0787,0.1023,0.3435,17.77,25670.11,16588.5,0
0.1819,0.38,0.3954,21.11,31570.91,17701.87,0
0.1244,0.2531,0.356,20.03,31150.41,21904.45,0
0.793,0.2611,0.2662,11.88,22670.08,17310.41,0
0.4108,0.332,0.104,1.45,11043.26,9610.89,1
0.223,0.2407,0.3532,28.25,38291.05,25213.42,0
0.1117,0.7055,0.2785,18.79,24838.49,17249.56,0
0.2884,0.2183,0.5263,23.55,35902.95,16272.01,0
0.0867,0.3221,0.3759,18.37,32674.5,20467.48,0
0.1235,0.6618,0.1854,13.31,21700.67,16409.88,0
0.2871,0.1861,0.3831,20.47,29118.85,19100.52,0
0.2457,0.7072,0.1846,8.37,21471.59,19147.22,0
0.1705,0.401,0.4235,24.44,39405.59,24822.65,0
0.0189,0.2744,0.3415,20.93,32654.68,23632.72,0
0.2717,0.445,0.4365,18.87,29603.09,15845.98,0
0.1931,0.4942,0.2585,14.61,27874.81,21968.4,0
0.2018,0.1097,0.2972,15.7,31605.03,21135.86,0
0.6452,0.1363,0.0634,9.44,18234.35,17607.78,1
0.258,0.4163,0.4596,22.6,35734.42,19437.46,0
0.1121,0.0831,0.4568,24.77,39041.91,20177.53,0
0.6966,0.01,0.3242,20.4,29377.36,20216.4,0
0.0877,0.7126,0.3906,19.7,27278.09,15767.62,0
0.1198,0.3277,0.3268,24.75,34996.16,23280.77,0
0.1916,0.0711,0.3836,21.62,35982.01,23493.75,0
0.0812,0.3181,0.2005,6.9,14257.56,10838.05,0
0.3881,0.549,0.3085,18.45,25151.84,18908.92,0
0.3283,0.4589,0.321,22.29,32635.76,20849.23,0
0.495,0.6433,0.2127,9.62,19265.53,15287.26,0
0.6084,0.0732,0.2457,15.47,27710.53,20741.74,0
0.2048,0.5114,0.2214,14.81,17404.39,13963.83,0
0.0804,0.2504,0.1577,16.54,31984.25,26125.41,0
0.083,0.0706,0.2111,9.42,24309.43,19506.6,0
0.5746,0.2531,0.1629,9.06,15958.45,12290.88,0
0.0759,0.1434,0.3634,20.01,24559.09,15846.77,0
0.4807,0.238,0.3574,19.47,35956.68,21424.14,0
0.01,0.2312,0.3185,19.22,31988.38,24073.1,0
0.48,0.1176,0.082,9.31,24381.89,21303.15,0
0.0638,0.2522,0.4189,16.5,26887.71,15579.53,0
0.3472,0.1486,0.2014,15.72,23195.21,18164.79,0
0.0944,0.4739,0.2851,22.96,36150.92,26712.93,0
0.5963,0.3369,0.3753,13.3,22278.46,13603.72,0
0.5878,0.5769,0.2879,20.66,26259.52,18591.31,0
0.3629,0.0609,0.2943,14.81,25062.22,16563.73,0
0.1782,0.107,0.3013,21.12,25680.79,18200.07,0
0.0697,0.1419,0.4877,23.65,32661.01,17063.38,0
0.4061,0.5527,0.4008,21.55,36039.13,20982.77,0
0.018,0.6322,0.3361,17.13,30769.37,22420.16,0
0.2304,0.1038,0.109,6.74,9146.21,7956.0,1
0.0913,0.01,0.2715,19.1,31706.79,20208.35,0
0.1404,0.14,0.4267,23.26,40384.17,23518.64,0
0.2366,0.2024,0.1812,13.7,21122.44,17731.89,1
0.2853,0.3056,0.5032,23.33,35646.12,15084.44,0
0.4594,0.2973,0.3467,13.77,22330.84,13764.16,0
0.6293,0.5273,0.054,11.49,22491.06,20436.48,0
0.031,0.2883,0.4226,18.28,32693.52,18133.81,0
0.2179,0.1395,0.5383,21.85,40101.33,18906.05,0
0.3558,0.6855,0.3387,13.67,32886.49,22855.99,0
0.3379,0.3854,0.195,10.14,21114.63,16777.0,0
0.1377,0.1412,0.322,18.99,33544.68,23800.34,0
0.1646,0.4702,0.3861,13.83,27592.09,16817.5,0
0.1505,0.1178,0.2699,22.1,39146.12,25977.61,0
0.3007,0.3314,0.3634,21.32,33178.83,20066.86,0
0.1141,0.4473,0.4669,23.43,40564.36,20264.9,0
0.4212,0.2967,0.4619,19.41,39545.1,21631.81,0
0.3917,0.1083,0.3263,20.62,32901.43,21787.14,0
0.3245,0.1015,0.5009,23.54,30431.27,14378.64,0
0.1156,0.1786,0.5433,25.23,37309.77,16124.51,0
0.0565,0.1972,0.401,25.02,39047.9,24742.84,0
0.1444,0.5135,0.2315,13.02,19454.22,15035.56,0
0.2878,0.4873,0.3605,17.93,28845.01,20576.34,0
0.5387,0.485,0.1226,7.83,15679.29,14327.17,0
0.0555,0.2166,0.4402,25.75,29611.28,19548.12,0
0.0859,0.1333,0.4483,18.29,33192.03,18756.02,0
0.2626,0.1226,0.3441,24.18,31332.9,21818.81,0
0.2903,0.1199,0.124,8.43,9304.27,7761.33,0
0.4166,0.0346,0.2868,14.24,24151.55,17048.88,0
0.5329,0.1712,0.2929,18.93,35799.73,23660.02,0
0.3275,0.0783,0.3961,24.04,39589.23,24811.55,0
0.0338,0.2042,0.4064,26.97,31367.59,17908.85,0
0.5543,0.1249,0.3225,15.02,32652.47,22914.07,0
0.0808,0.3049,0.5524,25.48,39179.65,18593.9,0
0.3298,0.4352,0.5194,24.94,41446.95,21335.55,0
0.5907,0.264,0.4511,23.29,27677.44,16452.08,0
0.2055,0.0554,0.4179,22.35,36142.94,20455.6,0
0.0609,0.1646,0.4189,24.52,38000.44,24489.52,0
0.2118,0.1083,0.0,5.85,13765.79,14273.91,0
0.1343,0.2791,0.4917,25.11,37455.85,17060.33,0
0.01,0.0751,0.2467,17.41,19096.9,15202.61,0
0.1136,0.1553,0.5057,29.21,40156.55,21687.82,0
0.2284,0.01,0.244,16.98,28350.28,20288.1,0
0.0789,0.6433,0.3974,10.67,25046.98,16236.33,0
0.1665,0.2659,0.4326,19.35,37355.11,21595.92,0
0.0526,0.2822,0.458,22.16,33228.15,20114.38,0
0.3825,0.2768,0.2888,17.73,27459.18,20544.35,0
0.01,0.1571,0.5449,21.51,30971.5,17791.34,0
0.2969,0.5144,0.2471,6.54,21343.32,17157.12,0
0.0522,0.1707,0.0744,9.2,11078.39,10173.08,0
0.2153,0.0387,0.2868,16.49,24152.19,16956.73,0
0.2479,0.2709,0.315,23.76,32577.47,21901.21,0
0.0296,0.0648,0.0754,6.53,14480.29,12510.29,0
0.2689,0.1509,0.3309,16.83,29462.6,19400.99,0
0.1313,0.0897,0.1597,10.63,19170.34,14889.56,0
0.6297,0.5949,0.1207,8.97,15573.82,13100.49,0
0.1071,0.0465,0.5569,27.91,44603.32,18761.98,0
0.0591,0.2976,0.4267,18.94,34391.73,18998.96,0
0.6149,0.4314,0.4033,18.56,31611.48,21492.62,0
0.1035,0.0588,0.3183,21.98,25829.14,17254.52,0
0.5184,0.3819,0.0876,5.66,12085.97,10182.55,0
0.0749,0.8194,0.0006,4.61,19894.35,19675.74,0
0.2381,0.1302,0.4375,19.13,32435.99,18580.84,0
0.0635,0.6304,0.4888,22.55,37088.5,18770.98,0
0.073,0.1532,0.4943,28.37,38498.85,20395.74,0
0.5183,0.2825,0.341,20.32,32357.85,21316.94,0
0.29,0.2639,0.2518,16.79,27316.91,23355.89,0
0.2542,0.2386,0.2969,16.85,35833.66,27353.45,0
0.1481,0.3502,0.0984,11.24,21245.45,18941.55,0
